"Национальное_географическое_общество","Nat_Geo_Wild"
"Warner_Bros._Records","Mushroom_Records"
"Electronic_Arts","Mythic_Entertainment"
"Ubisoft","Nadeo"
"Macmillan_Publishers","Nature_Publishing_Group"
"Mitsubishi_Motors","NedCar"
"NEC","NetCracker"
"The_3DO_Company","New_World_Computing"
"Swatch_Group","Nivarox"
"Novomatic_group","Novomatic_AG_Holding"
"AOL","Nullsoft"
"Luxottica","Oakley"
"Toshiba","OCZ_Storage_Solutions"
"Rheinmetall","Oerlikon_Contraves_AG"
"General_Motors","Oldsmobile"
"Swatch_Group","Omega_(компания)"
"France_Telecom","Orange"
"France_Telecom","Orange_Armenia"
"Seiko","Orient"
"Osram","Osram_Sylvania"
"United_Technologies_Corporation","Otis_Elevator_Company"
"Acer","Packard_Bell"
"Paramount_Pictures","Paramount_Vantage"
"Lactalis","Parmalat"
"Richemont","Piaget"
"The_Walt_Disney_Company","Pixar"
"Volkswagen (концерн)","Porsche"
"Министерство_транспорта_и_связи_Норвегии","Posten_Norge"
"Manitowoc_Cranes","Potain"
"Sumitomo_Corporation","Presidio_Ventures"
"Activision","Radical_Entertainment"
"Swatch_Group","Rado"
"IBM","Rational_Software"
"Королевский банк Шотландии","RBS_(Kazakhstan)"
"Rockstar_Games","Rockstar_Japan"
"Rockstar_Games","Rockstar_Lincoln"
"Rockstar_Games","Rockstar_New_England"
"Rockstar_Games","Rockstar_North"
"Rockstar_Games","Rockstar_San_Diego"
"Rockstar_Games","Rockstar_Toronto"
"Rockstar_Games","Rockstar_Vancouver"
"Warner_Bros._Interactive_Entertainment","Rocksteady_Studios"
"Royal_Caribbean_Cruises_Ltd.","Royal_Caribbean_International"
"R-Style","R-Style_Softlab"
"S7_Group","S7_Ticket"
"Samsung","Samsung_Electronics"
"Panasonic","Sanyo"
"The_Coca-Cola_Company","Schweppes"
"Toyota","Scion"
"Sony_Pictures_Entertainment","Screen_Gems"
"Sega","Sega_Sports_Japan"
"Shogakukan","Shueisha"
"Siemens","Siemens_Turbomachinery_Equipment_GmbH"
"Siemens","Siemens_VAI_Metals_Technologies"
"Siemens","S"
"Siemens","Siemens_в_России"
"CBS_Corporation","Simon_&_Schuster"
"Система (компания)","Sistema_Shyam_Teleservices"
"Ситроникс","Sitronics_Telecom_Solutions"
"Sony","Sony_Music_Entertainment_Japan"
"Sony","Sony_Pictures_Entertainment"
"Cerberus_Capital_Management","Spyglass_Entertainment"
"McGraw-Hill","Standard_&_Poor’s"
"Vivendi","StudioCanal"
"Sumitomo_Group","Sumitomo_Corporation"
"Sumitomo_Corporation","Sumitomo_Corporation_of_America"
"Sumitomo_Group","Sumitomo_Osaka_Cement"
"Ubisoft","Sunflowers_Interactive_Entertainment_Software"
"Bandai Namco Holdings","Sunrise_(студия)"
"Swatch_Group","Swatch"
"Microsoft","Sysinternals"
"ТагАЗ","Tagaz_Vortex"
"Telefonica","Telefonica_de_Argentina"
"Telenor","Telenor_Denmark"
"TDC","TELMORE"
"Maxis","The_Sims_Studio"
"Carnival_Corporation_&_plc","The_Yachts_of_Seabourn"
"Swatch_Group","Tissot"
"Toei","Toei_Animation"
"Систематика_(группа_компаний)","TopS_Business_Integrator"
"Royal_Caribbean_Cruises_Ltd.","TUI_Cruises"
"TUI_AG","TUI_Cruises"
"BLRT_Grupp","Turku_Repair_Yard_Ltd"
"Ubisoft","Ubisoft_Annecy"
"Ubisoft","Ubisoft_Barcelona"
"Ubisoft","Ubisoft_Casablanca"
"Ubisoft","Ubisoft_Chengdu"
"Ubisoft","Ubisoft_Milan"
"Ubisoft","Ubisoft_Montpellier"
"Ubisoft","Ubisoft_Paris"
"Ubisoft","Ubisoft_Poland"
"Ubisoft","Ubisoft_Quebec"
"Ubisoft","Ubisoft_Romania"
"Ubisoft","Ubisoft_Shanghai"
"Ubisoft","Ubisoft_Singapore"
"Ubisoft","Ubisoft_Tiwak"
"Ubisoft","Ubisoft_Vancouver"
"Metro-Goldwyn-Mayer","United_Artists"
"News_World_Communications","United_Press_International"
"Vivendi","Universal_Music_Group"
"Universal","Universal_Music_Group"
"Kuju_Entertainment","Vatra_Games"
"Verizon_Communications","Verizon_Wireless"
"DC_Comics","Vertigo_(комиксы)"
"Shogakukan","Viz_Media"
"Shueisha","Viz_Media"
"Shogakukan","Viz_Media"
"The_Walt_Disney_Company","Walt_Disney_Animation_Studios"
"The_Walt_Disney_Company","Walt_Disney_Records"
"Time_Warner","Warner_Bros."
"Victorinox","Wenger"
"Carnival_Corporation_&_plc","White_Star_Line"
"Hasbro","Wizards_of_the_Coast"
"Universal_Studios","Working_Title_Films"
"Yamaha_Corporation","Yamaha_Motor_Company"
"Google_(компания)","YouTube"
"2006_год","YouTube"
"LVMH","Zenith"
"Алмаз-Антей","АВИТЕК"
"Министерство_культуры_и_информации_Казахстана","Агентство_Хабар"
"Роснефть","Ангарская_нефтехимическая_компания"
"Желдорреммаш","Астраханский_тепловозоремонтный_завод"
"ОАО","Атоммаш"
"Атомэнергомаш","Атоммаш"
"Росатом","Атомфлот"
"Groupe_Auchan_SA","Ашан-Украина"
"Российские_железные_дороги","Байкальская_пригородная_пассажирская_компания"
"Башнефть","Башнефть-Новойл"
"Трансмашхолдинг","Бежицкий_сталелитейный_завод"
"Минский_тракторный_завод","Бобруйский_завод_тракторных_деталей_и_агрегатов"
"Трансмашхолдинг","Брянский_машиностроительный_завод"
"Candy","Веста_(завод)"
"Северсталь-метиз","Волгоградский_завод_«Северсталь-метиз»"
"Тактическое_ракетное_вооружение","Вымпел_(конструкторское_бюро)"
"Газпром","Газпром_добыча_Ямбург"
"Газпром","Газпром_космические_системы"
"Газпром","Газпром_промгаз"
"Газпром","Газпром_трансгаз_Томск"
"Ростех]","Гидроагрегат_(предприятие)"
"2000_год","Густавсберг_(завод)"
"Евраз","Евразруда"
"Сибирский_деловой_союз","Европейская_медиагруппа"
"ООО","ЕТК"
"Российские_железные_дороги","Желдорреммаш"
"Укроборонпром","ЗМКБ_«Прогресс»_им._академика_А._Г._Ивченко"
"Центр_финансовых_технологий","Золотая_Корона_-_Денежные_Переводы"
"Северсталь","Ижорский_трубный_завод"
"Imperial_Tobacco","Империал_Тобакко_Ярославль"
"Unilever","Инмарко"
"Холдинг","Интерднестрком"
"Шериф_(холдинг)","Интерднестрком"
"Российский_алюминий","Иркутский_алюминиевый_завод"
"Самрук-Казына","Казахстанские_железные_дороги"
"Тактическое_ракетное_вооружение_(компания)","КБ_машиностроения_(Москва)"
"Pirelli","Кировский_шинный_завод"
"Трансмашхолдинг","Коломенский_завод"
"АН_СССР","КОМПАН"
"Мечел","Коршуновский_горно-обогатительный_комбинат"
"ЕвроСибЭнерго","Красноярская_ГЭС"
"Группа_ГАЗ","Ликинский_автобусный_завод"
"Базовый_элемент","ЛПК_Континенталь_Менеджмент"
"Лукойл","Лукойл-Экоэнерго"
"Объединённая_судостроительная_корпорация","Малахит_(конструкторское_бюро)"
"НПО_машиностроения","Машиностроитель_(завод)"
"Газпром_межрегионгаз","Межрегионэнергосбыт"
"Газпром","Межрегионэнергосбыт"
"Российская_электроника","Метеор_(завод)"
"Тактическое_ракетное_вооружение","МКБ_Радуга"
"Российские_сети","Московская_объединённая_электросетевая_компания"
"Федеральное_агентство_по_управлению_государственным_имуществом","Московский_институт_теплотехники"
"Интер_РАО_ЕЭС","Мосэнергосбыт"
"Российские_сети","МРСК_Северо-Запада"
"Российские_сети","МРСК_Центра"
"Мобильные_ТелеСистемы","МТС-Туркменистан"
"Мобильные_ТелеСистемы","МТС_Украина"
"Мобильные_ТелеСистемы","Мультирегион"
"Ростелеком","Национальные_кабельные_сети"
"Звёздочка_(предприятие)","Нерпа_(судоремонтный_завод)"
"Трансмашхолдинг","Новочеркасский_электровозостроительный_завод"
"Газпром-Медиа Холдинг","НТВ-Дизайн"
"Газпром-Медиа_Холдинг","НТВ-Плюс"
"Российская_электроника","Оптрон_(компания)"
"Группа_ГАЗ","Павловский_автобус"
"Трансмашхолдинг","Пензадизельмаш"
"Петербургская_топливная_компания","Петербургская_транспортная_компания"
"Русгидро","РАО_Энергетические_системы_Востока"
"Thomson_Reuters","Рейтер"
"Thomson_(компания)","Рейтер"
"Протек","Ригла"
"ТагАЗ","Ростовский_автобусный_завод"
"Российский алюминий","РУСАЛ_Ачинский_глинозёмный_комбинат"
"Восточно-Азиатская_компания_(Дания)","Русское_Восточно-Азиатское_общество_(1899)"
"2003","Руссо-Балт"
"Севкабель-Холдинг","Сарансккабель"
"Базовый_элемент","Саяногорский_алюминиевый_завод"
"Алроса","Севералмаз"
"Объединённая_судостроительная_корпорация","Северный_центр_судостроения_и_судоремонта"
"Российские_железные_дороги","Северо-Западная_пригородная_пассажирская_компания"
"ТМК","Северский_трубный_завод"
"Энергостройинвест-Холдинг","СевЗап_НТЦ"
"Севкабель-Холдинг","Севкабель"
"КБ_Антонов","Серийный_завод_«Антонов»"
"Вимм-Билль-Данн","Сибирское_молоко"
"Уральская_горно-металлургическая_компания","Сибкабель"
"Ростех]","Сибсельмаш"
"Siemens","Сименс_Трансформаторы"
"Систематика_(группа_компаний)","Систематика_(компания)"
"Минский_тракторный_завод","Сморгонский_агрегатный_завод"
"Соллерс_(компания)","Соллерс-Елабуга"
"Соллерс_(компания)","Соллерс-Набережные_Челны"
"Группа_Сумма","Сумма_Телеком"
"Сумма_Капитал","Сумма_Телеком"
"Связьинвестнефтехим","Таттелеком"
"СИБУР_Холдинг","Томскнефтехим"
"Кокс_(компания)","Тулачермет"
"Межрегионэнергосбыт","Тюменская_энергосбытовая_компания"
"Россети","Тюменьэнерго"
"Мобильные_ТелеСистемы","Уздунробита_(МТС-Узбекистан)"
"Raiffeisen_Zentralbank","Украинский_процессинговый_центр"
"Соллерс_(компания)","Ульяновский_автомобильный_завод"
"Мариупольский_металлургический_комбинат_имени_Ильича","Уманьферммаш"
"Группа_ГАЗ","Уральский_автомобильный_завод"
"НИТОЛ","Усольехимпром"
"Желдорреммаш","Уссурийский_локомотиворемонтный_завод"
"Российские_железные_дороги","Федеральная_пассажирская_компания"
"Московская_биржа","Фондовая_биржа_ПФТС"
"Российский_алюминий","Хакасский_алюминиевый_завод"
"Государственный комитет СССР по телевидению и радиовещанию","Центральное_телевидение_Гостелерадио_СССР"
"Министерство_промышленности_и_торговли_Российской_Федерации","ЦНИИ_«Центр»"
"?al?k Holding","Чалык_Энерджи"
"Мечел","Челябинский_металлургический_комбинат"
"Новосибирскэнерго","Элсиб"
"РЖД","Южно-Кавказская_железная_дорога"
"Группа_ГАЗ","Ярославский_завод_дизельной_аппаратуры"
"РТИ Системы","Ярославский_радиозавод"
"Желдорреммаш","Ярославский_электровозоремонтный_завод_имени_Б._П._Бещева"
"Татнефть","Ярполимермаш"
